"Fact_ID","Location_ID","Indicator_ID","Source_ID","Year_ID","Obs_Value"
1107,85,20,2,9,4634
1108,85,20,2,10,4454
1109,86,20,2,7,36
1110,86,20,2,8,34
1111,86,20,2,9,32
1112,86,20,2,10,30
1113,87,20,2,7,122
1114,87,20,2,8,121
1115,87,20,2,9,120
1116,87,20,2,10,119
1117,88,20,2,7,259
1118,88,20,2,8,245
1119,88,20,2,9,232
1120,88,20,2,10,220
1121,89,20,2,7,103
1122,89,20,2,8,99
1123,89,20,2,9,95
1124,89,20,2,10,92
1125,90,20,2,7,764
1126,90,20,2,8,729
1127,90,20,2,9,695
1128,90,20,2,10,661
1129,91,20,2,7,525
1130,91,20,2,8,511
1131,91,20,2,9,494
1132,91,20,2,10,475
1133,92,20,2,7,463
1134,92,20,2,8,448
1135,92,20,2,9,443
1136,92,20,2,10,447
1137,93,20,2,7,19580
1138,93,20,2,8,18382
1139,93,20,2,9,17288
1140,93,20,2,10,16558
1141,94,20,2,7,39
1142,94,20,2,8,37
1143,94,20,2,9,36
1144,94,20,2,10,35
1145,95,20,2,7,74
1146,95,20,2,8,72
1147,95,20,2,9,70
1148,95,20,2,10,68
1149,96,20,2,7,367
1150,96,20,2,8,348
1151,96,20,2,9,328
1152,96,20,2,10,311
1153,97,20,2,7,1811
1154,97,20,2,8,1704
1155,97,20,2,9,1608
1156,97,20,2,10,1521
1157,98,20,2,7,14
1158,98,20,2,8,13
1159,98,20,2,9,12
1160,98,20,2,10,11
1161,99,20,2,7,118
1162,99,20,2,8,118
1163,99,20,2,9,119
1164,99,20,2,10,119
1165,100,20,2,7,1052
1166,100,20,2,8,977
1167,100,20,2,9,999
1168,100,20,2,10,1042
1169,101,20,2,7,3595
1170,101,20,2,8,3571
1171,101,20,2,9,3533
1172,101,20,2,10,3479
1173,102,20,2,7,247
1174,102,20,2,8,237
1175,102,20,2,9,226
1176,102,20,2,10,216
1177,104,20,2,7,28
1178,104,20,2,8,25
1179,104,20,2,9,23
1180,104,20,2,10,20
1181,105,20,2,7,3
1182,105,20,2,8,3
1183,105,20,2,9,3
1184,105,20,2,10,4
1185,106,20,2,7,12798
1186,106,20,2,8,12406
1187,106,20,2,9,12015
1188,106,20,2,10,11654
1189,107,20,2,7,8708
1190,107,20,2,8,7925
1191,107,20,2,9,7064
1192,107,20,2,10,6474
1193,108,20,2,7,593
1194,108,20,2,8,609
1195,108,20,2,9,626
1196,108,20,2,10,641
1197,109,20,2,7,10
1198,109,20,2,8,10
1199,109,20,2,9,9
1200,109,20,2,10,8
1201,110,20,2,7,28802
1202,110,20,2,8,27796
1203,110,20,2,9,26780
1204,110,20,2,10,25853
1205,111,20,2,7,4
1206,111,20,2,8,4
1207,111,20,2,9,4
1208,111,20,2,10,4
1209,112,20,2,7,10
1210,112,20,2,8,9
1211,112,20,2,9,8
1212,112,20,2,10,8
1213,113,20,2,7,3596
1214,113,20,2,8,3490
1215,113,20,2,9,3380
1216,113,20,2,10,3262
1217,114,20,2,7,24
1218,114,20,2,8,24
1219,114,20,2,9,22
1220,114,20,2,10,23
1221,115,20,2,7,4983
1222,115,20,2,8,4796
1223,115,20,2,9,4612
1224,115,20,2,10,4432
1225,116,20,2,7,14
1226,116,20,2,8,14
1227,116,20,2,9,13
1228,116,20,2,10,12
1229,117,20,2,7,1
1230,117,20,2,8,1
1231,117,20,2,9,1
1232,117,20,2,10,1
1233,118,20,2,7,200
1234,118,20,2,8,188
1235,118,20,2,9,178
1236,118,20,2,10,168
1237,119,20,2,7,3
1238,119,20,2,8,3
1239,119,20,2,9,3
1240,119,20,2,10,2
1241,121,20,2,7,2406
1242,121,20,2,8,2309
1243,121,20,2,9,2212
1244,121,20,2,10,2114
1245,122,20,2,7,22090
1246,122,20,2,8,21963
1247,122,20,2,9,21553
1248,122,20,2,10,20702
1249,123,20,2,7,10057
1250,123,20,2,8,9463
1251,123,20,2,9,8916
1252,123,20,2,10,8406
1253,124,20,2,7,929
1254,124,20,2,8,873
1255,124,20,2,9,838
1256,124,20,2,10,808
1257,125,20,2,7,2
1258,125,20,2,8,2
1259,125,20,2,9,2
1260,125,20,2,10,1
1261,126,20,2,7,3550
1262,126,20,2,8,3317
1263,126,20,2,9,3114
1264,126,20,2,10,2934
1265,127,20,2,7,106
1266,127,20,2,8,104
1267,127,20,2,9,102
1268,127,20,2,10,101
1269,128,20,2,7,55
1270,128,20,2,8,52
1271,128,20,2,9,50
1272,128,20,2,10,48
1273,129,20,2,7,366
1274,129,20,2,8,348
1275,129,20,2,9,331
1276,129,20,2,10,315
1277,130,20,2,7,35566
1278,130,20,2,8,34571
1279,130,20,2,9,33682
1280,130,20,2,10,32839
1281,131,20,2,7,320883
1282,131,20,2,8,318759
1283,131,20,2,9,314543
1284,131,20,2,10,309783
1285,132,20,2,7,0
1286,132,20,2,8,0
1287,132,20,2,9,0
1288,132,20,2,10,0
1289,133,20,2,7,35
1290,133,20,2,8,29
1291,133,20,2,9,23
1292,133,20,2,10,18
1293,134,20,2,7,30
1294,134,20,2,8,29
1295,134,20,2,9,28
1296,134,20,2,10,27
1297,135,20,2,7,127
1298,135,20,2,8,133
1299,135,20,2,9,138
1300,135,20,2,10,142
1301,136,20,2,7,74995
1302,136,20,2,8,72700
1303,136,20,2,9,70328
1304,136,20,2,10,67824
1305,137,20,2,7,1
1306,137,20,2,8,0
1307,137,20,2,9,0
1308,137,20,2,10,0
1309,138,20,2,7,180
1310,138,20,2,8,174
1311,138,20,2,9,169
1312,138,20,2,10,163
1313,139,20,2,7,2280
1314,139,20,2,8,2203
1315,139,20,2,9,2129
1316,139,20,2,10,2044
1317,140,20,2,7,447
1318,140,20,2,8,430
1319,140,20,2,9,415
1320,140,20,2,10,399
1321,141,20,2,7,1928
1322,141,20,2,8,1835
1323,141,20,2,9,1754
1324,141,20,2,10,1687
1325,142,20,2,7,14350
1326,142,20,2,8,13775
1327,142,20,2,9,13216
1328,142,20,2,10,12628
1329,143,20,2,7,255
1330,143,20,2,8,247
1331,143,20,2,9,241
1332,143,20,2,10,236
1333,144,20,2,7,57
1334,144,20,2,8,55
1335,144,20,2,9,54
1336,144,20,2,10,52
1337,145,20,2,7,26
1338,145,20,2,8,25
1339,145,20,2,9,25
1340,145,20,2,10,24
1341,146,20,2,7,217
1342,146,20,2,8,207
1343,146,20,2,9,196
1344,146,20,2,10,186
1345,147,20,2,7,94
1346,147,20,2,8,91
1347,147,20,2,9,88
1348,147,20,2,10,85
1349,148,20,2,7,291
1350,148,20,2,8,277
1351,148,20,2,9,263
1352,148,20,2,10,248
1353,149,20,2,7,2040
1354,149,20,2,8,1879
1355,149,20,2,9,1720
1356,149,20,2,10,1573
1357,150,20,2,7,3467
1358,150,20,2,8,3296
1359,150,20,2,9,3165
1360,150,20,2,10,3035
1361,151,20,2,7,2
1362,151,20,2,8,1
1363,151,20,2,9,2
1364,151,20,2,10,2
1365,152,20,2,7,5
1366,152,20,2,8,5
1367,152,20,2,9,5
1368,152,20,2,10,5
1369,153,20,2,7,2
1370,153,20,2,8,2
1371,153,20,2,9,2
1372,153,20,2,10,2
1373,154,20,2,7,11
1374,154,20,2,8,11
1375,154,20,2,9,10
1376,154,20,2,10,10
1377,155,20,2,7,1
1378,155,20,2,8,0
1379,155,20,2,9,0
1380,155,20,2,10,0
1381,156,20,2,7,49
1382,156,20,2,8,46
1383,156,20,2,9,44
1384,156,20,2,10,42
1385,157,20,2,7,697
1386,157,20,2,8,655
1387,157,20,2,9,618
1388,157,20,2,10,585
1389,158,20,2,7,7838
1390,158,20,2,8,7469
1391,158,20,2,9,7096
1392,158,20,2,10,6740
1393,159,20,2,7,68
1394,159,20,2,8,65
1395,159,20,2,9,61
1396,159,20,2,10,58
1397,160,20,2,7,3
1398,160,20,2,8,3
1399,160,20,2,9,3
1400,160,20,2,10,3
1401,161,20,2,7,8566
1402,161,20,2,8,8016
1403,161,20,2,9,7534
1404,161,20,2,10,7108
1405,162,20,2,7,27
1406,162,20,2,8,26
1407,162,20,2,9,26
1408,162,20,2,10,25
1409,163,20,2,7,63
1410,163,20,2,8,63
1411,163,20,2,9,62
1412,163,20,2,10,61
1413,164,20,2,7,10
1414,164,20,2,8,9
1415,164,20,2,9,9
1416,164,20,2,10,9
1417,165,20,2,7,62
1418,165,20,2,8,61
1419,165,20,2,9,60
1420,165,20,2,10,59
1421,166,20,2,7,26778
1422,166,20,2,8,26317
1423,166,20,2,9,25850
1424,166,20,2,10,25579
1425,167,20,2,7,9545
1426,167,20,2,8,8902
1427,167,20,2,9,8618
1428,167,20,2,10,8290
1429,168,20,2,7,12705
1430,168,20,2,8,12834
1431,168,20,2,9,12929
1432,168,20,2,10,12996
1433,169,20,2,7,243
1434,169,20,2,8,229
1435,169,20,2,9,217
1436,169,20,2,10,205
1437,170,20,2,7,418
1438,170,20,2,8,394
1439,170,20,2,9,372
1440,170,20,2,10,353
1441,171,20,2,7,432
1442,171,20,2,8,421
1443,171,20,2,9,410
1444,171,20,2,10,398
1445,172,20,2,7,25162
1446,172,20,2,8,24383
1447,172,20,2,9,23606
1448,172,20,2,10,22850
1449,173,20,2,7,23
1450,173,20,2,8,22
1451,173,20,2,9,21
1452,173,20,2,10,20
1453,174,20,2,7,61
1454,174,20,2,8,60
1455,174,20,2,9,59
1456,174,20,2,10,57
1457,175,20,2,7,43
1458,175,20,2,8,41
1459,175,20,2,9,40
1460,175,20,2,10,39
1461,176,20,2,7,2670
1462,176,20,2,8,2370
1463,176,20,2,9,1913
1464,176,20,2,10,1620
1465,177,20,2,7,1226
1466,177,20,2,8,1206
1467,177,20,2,9,1180
1468,177,20,2,10,1148
1469,178,20,2,7,1114
1470,178,20,2,8,1057
1471,178,20,2,9,1002
1472,178,20,2,10,951
1473,179,20,2,7,243
1474,179,20,2,8,234
1475,179,20,2,9,226
1476,179,20,2,10,221
1477,180,20,2,7,5916
1478,180,20,2,8,5747
1479,180,20,2,9,5571
1480,180,20,2,10,5384
1481,182,20,2,7,7
1482,182,20,2,8,6
1483,182,20,2,9,7
1484,182,20,2,10,6
1485,183,20,2,7,40
1486,183,20,2,8,39
1487,183,20,2,9,37
1488,183,20,2,10,35
1489,184,20,2,7,496
1490,184,20,2,8,499
1491,184,20,2,9,497
1492,184,20,2,10,490
1493,185,20,2,7,2211
1494,185,20,2,8,2092
1495,185,20,2,9,1982
1496,185,20,2,10,1877
1497,186,20,2,7,813
1498,186,20,2,8,830
1499,186,20,2,9,831
1500,186,20,2,10,814
1501,188,20,2,7,2
1502,188,20,2,8,1
1503,188,20,2,9,1
1504,188,20,2,10,1
1505,189,20,2,7,23080
1506,189,20,2,8,21842
1507,189,20,2,9,20836
1508,189,20,2,10,19591
1509,190,20,2,7,635
1510,190,20,2,8,605
1511,190,20,2,9,574
1512,190,20,2,10,542
1513,191,20,2,7,112
1514,191,20,2,8,113
1515,191,20,2,9,111
1516,191,20,2,10,109
1517,192,20,2,7,500
1518,192,20,2,8,491
1519,192,20,2,9,482
1520,192,20,2,10,471
1521,193,20,2,7,30083
1522,193,20,2,8,29514
1523,193,20,2,9,28891
1524,193,20,2,10,28435
1525,194,20,2,7,3818
1526,194,20,2,8,3732
1527,194,20,2,9,3652
1528,194,20,2,10,3573
1529,195,20,2,7,56
1530,195,20,2,8,53
1531,195,20,2,9,50
1532,195,20,2,10,48
1533,196,20,2,7,1556
1534,196,20,2,8,1448
1535,196,20,2,9,1367
1536,196,20,2,10,1294
1537,197,20,2,7,36
1538,197,20,2,8,36
1539,197,20,2,9,36
1540,197,20,2,10,34
1541,198,20,2,7,1829
1542,198,20,2,8,1802
1543,198,20,2,9,1766
1544,198,20,2,10,1729
1545,199,20,2,7,6733
1546,199,20,2,8,6681
1547,199,20,2,9,6596
1548,199,20,2,10,6479
1549,200,20,2,7,11290
1550,200,20,2,8,11504
1551,200,20,2,9,12633
1552,200,20,2,10,12645
1553,201,20,2,7,12140
1554,201,20,2,8,11987
1555,201,20,2,9,11975
1556,201,20,2,10,11721
1557,202,20,2,7,8566
1558,202,20,2,8,8318
1559,202,20,2,9,7692
1560,202,20,2,10,7397
1561,1,16,3,10,25.75
1562,3,16,3,10,0
1563,4,16,3,10,0
1564,7,16,3,10,0
1565,10,16,3,10,0
1566,12,16,3,10,0
1567,14,16,3,10,0
1568,15,16,3,10,0
1569,16,16,3,10,0
1570,17,16,3,10,0
1571,20,16,3,10,27.8287982940674
1572,21,16,3,10,10.7443704605103
1573,24,16,3,10,0
1574,25,16,3,10,5.03463363647461
1575,26,16,3,10,0
1576,29,16,3,10,19.73876953125
1577,30,16,3,10,5.07040882110596
1578,31,16,3,10,1.25646674633026
1579,32,16,3,10,38.3443298339844
1580,33,16,3,10,49.3290557861328
1581,35,16,3,10,59
1582,38,16,3,10,41.9333343505859
1583,41,16,3,10,39.6070594787598
1584,42,16,3,10,0
1585,43,16,3,10,3.07021069526672
1586,46,16,3,10,0
1587,44,16,3,10,50.2333602905273
1588,50,16,3,10,6.8600001335144
1589,51,16,3,10,0
1590,52,16,3,10,8.20059013366699
1591,53,16,3,10,0
1592,55,16,3,10,18.5666675567627
1593,56,16,3,10,0
1594,57,16,3,10,7.43952989578247
1595,58,16,3,10,20.9069957733154
1596,59,16,3,10,45.644962310791
1597,60,16,3,10,0
1598,61,16,3,10,0
1599,62,16,3,10,39.4292297363281
1600,63,16,3,10,9.89999961853027
1601,64,16,3,10,0
1602,65,16,3,10,0
1603,67,16,3,10,0
1604,69,16,3,10,0
1605,70,16,3,10,22.5458641052246
1606,74,16,3,10,18.0590934753418
1607,75,16,3,10,47.226619720459
1608,80,16,3,10,0
1609,82,16,3,10,16.4997138977051
1610,83,16,3,10,13.1226940155029
1611,85,16,3,10,14.447868347168
1612,87,16,3,10,0
1613,88,16,3,10,0
1614,91,16,3,10,0.393914699554443
1615,93,16,3,10,0.300000011920929
1616,95,16,3,10,0
1617,97,16,3,10,22.1236381530762
1618,98,16,3,10,0
1619,99,16,3,10,0.800000011920929
1620,100,16,3,10,3.90000009536743
1621,101,16,3,10,32.9616394042969
1622,102,16,3,10,0
1623,106,16,3,10,28.0136833190918
1624,107,16,3,10,16.317928314209
1625,108,16,3,10,0
1626,110,16,3,10,19.1000003814697
1627,113,16,3,10,60.4332580566406
1628,114,16,3,10,0
1629,115,16,3,10,6.2492995262146
1630,117,16,3,10,0
1631,118,16,3,10,15.6499996185303
1632,120,16,3,10,0
1633,121,16,3,10,4.86535835266113
1634,126,16,3,10,17.0799999237061
1635,127,16,3,10,0
1636,129,16,3,10,28.6524543762207
1637,130,16,3,10,64.6625823974609
1638,131,16,3,10,39.6739463806152
1639,132,16,3,10,0
1640,134,16,3,10,0
1641,135,16,3,10,0
1642,136,16,3,10,24.3757724761963
1643,139,16,3,10,41.615119934082
1644,141,16,3,10,2.22654962539673
1645,142,16,3,10,7.83197927474976
1646,143,16,3,10,0
1647,144,16,3,10,0
1648,145,16,3,10,0
1649,146,16,3,10,0
1650,147,16,3,10,0
1651,149,16,3,10,1.78666663169861
1652,150,16,3,10,15.539439201355
1653,152,16,3,10,0
1654,153,16,3,10,0
1655,154,16,3,10,0
1656,155,16,3,10,0
1657,156,16,3,10,16.1892166137695
1658,157,16,3,10,0
1659,158,16,3,10,19.4524536132812
1660,160,16,3,10,0
1661,161,16,3,10,39.2992744445801
1662,162,16,3,10,0
1663,163,16,3,10,0
1664,164,16,3,10,0
1665,165,16,3,10,64
1666,166,16,3,10,59.5999984741211
1667,167,16,3,10,11.8053512573242
1668,168,16,3,10,25.6381683349609
1669,169,16,3,10,0
1670,170,16,3,10,0
1671,171,16,3,10,0.602194726467133
1672,172,16,3,10,38
1673,175,16,3,10,0
1674,176,16,3,10,34.8078575134277
1675,177,16,3,10,18.0300006866455
1676,179,16,3,10,33.8140258789062
1677,184,16,3,10,14.5235633850098
1678,187,16,3,10,0
1679,189,16,3,10,4.40528631210327
1680,191,16,3,10,0
1681,194,16,3,10,0
1682,202,16,3,10,2.7012722492218
1683,4,17,3,10,0
1684,7,17,3,10,0
1685,10,17,3,10,0
1686,12,17,3,10,0
1687,14,17,3,10,0
1688,15,17,3,10,6.72499990463257
1689,16,17,3,10,0
1690,17,17,3,10,0
1691,18,17,3,10,0
1692,21,17,3,10,17.9438285827637
1693,25,17,3,10,3.85295009613037
1694,26,17,3,10,0
1695,27,17,3,10,0
1696,30,17,3,10,66.6483917236328
1697,32,17,3,10,46.9257926940918
1698,38,17,3,10,2.00713324546814
1699,42,17,3,10,0
1700,43,17,3,10,22.444580078125
1701,46,17,3,10,0
1702,44,17,3,10,72.5756530761719
1703,51,17,3,10,0
1704,53,17,3,10,0
1705,55,17,3,10,23.2666664123535
1706,56,17,3,10,0
1707,60,17,3,10,0
1708,62,17,3,10,79.8756561279297
1709,63,17,3,10,11.9700002670288
1710,64,17,3,10,0
1711,65,17,3,10,0
1712,69,17,3,10,0
1713,70,17,3,10,38.2959403991699
1714,72,17,3,10,0
1715,74,17,3,10,67.613639831543
1716,75,17,3,10,74.8000030517578
1717,80,17,3,10,0
1718,82,17,3,10,24.5562419891357
1719,83,17,3,10,31.263298034668
1720,87,17,3,10,0
1721,88,17,3,10,0
1722,95,17,3,10,0
1723,96,17,3,10,0
1724,98,17,3,10,0
1725,99,17,3,10,4.19999980926514
1726,101,17,3,10,14.6187696456909
1727,102,17,3,10,5
1728,107,17,3,10,76.470588684082
1729,108,17,3,10,0
1730,109,17,3,10,18
1731,110,17,3,10,19.0068492889404
1732,115,17,3,10,16.8658351898193
1733,117,17,3,10,0
1734,118,17,3,10,22.7000007629395
1735,120,17,3,10,0
1736,127,17,3,10,0
1737,131,17,3,10,61.6753883361816
1738,132,17,3,10,0
1739,134,17,3,10,0
1740,135,17,3,10,0
1741,139,17,3,10,45.5767097473145
1742,141,17,3,10,32.4728202819824
1743,142,17,3,10,35.6348075866699
1744,143,17,3,10,0
1745,144,17,3,10,0
1746,145,17,3,10,0
1747,146,17,3,10,0
1748,147,17,3,10,0
1749,150,17,3,10,31.8778820037842
1750,152,17,3,10,0
1751,153,17,3,10,0
1752,154,17,3,10,0
1753,155,17,3,10,0
1754,156,17,3,10,10.3154287338257
1755,157,17,3,10,0
1756,158,17,3,10,71.5
1757,160,17,3,10,0
1758,161,17,3,10,63.9150924682617
1759,162,17,3,10,0
1760,163,17,3,10,0
1761,164,17,3,10,0
1762,165,17,3,10,66
1763,168,17,3,10,80.4000015258789
1764,169,17,3,10,0
1765,171,17,3,10,3.31117582321167
1766,172,17,3,10,75
1767,175,17,3,10,0
1768,176,17,3,10,51.6248626708984
1769,177,17,3,10,61.4093971252441
1770,184,17,3,10,11.8999996185303
1771,187,17,3,10,0
1772,189,17,3,10,46.375904083252
1773,191,17,3,10,0
1774,194,17,3,10,0
1775,202,17,3,10,37.3499984741211
1776,1,18,3,10,21.75
1777,3,18,3,10,7.84866380691528
1778,4,18,3,10,0
1779,5,18,3,10,68.4706115722656
1780,7,18,3,10,0
1781,8,18,3,10,10.1000003814697
1782,10,18,3,10,0
1783,12,18,3,10,0
1784,14,18,3,10,0
1785,15,18,3,10,7.93494272232056
1786,16,18,3,10,0
1787,17,18,3,10,0
1788,18,18,3,10,0
1789,20,18,3,10,20.9069709777832
1790,21,18,3,10,10.9905633926392
1791,24,18,3,10,0
1792,25,18,3,10,15.1111402511597
1793,29,18,3,10,40.9172821044922
1794,30,18,3,10,41.432788848877
1795,31,18,3,10,0
1796,32,18,3,10,26.5144214630127
1797,33,18,3,10,35.554370880127
1798,35,18,3,10,76.690788269043
1799,36,18,3,10,62.8706398010254
1800,37,18,3,10,3.62857151031494
1801,38,18,3,10,0
1802,39,18,3,10,25.9145526885986
1803,40,18,3,10,88.4498825073242
1804,41,18,3,10,55.7166366577148
1805,42,18,3,10,0
1806,43,18,3,10,11.2096271514893
1807,46,18,3,10,0
1808,44,18,3,10,50.4451866149902
1809,50,18,3,10,51.3053779602051
1810,51,18,3,10,0
1811,52,18,3,10,14.3934984207153
1812,53,18,3,10,0
1813,54,18,3,10,10.1543579101562
1814,55,18,3,10,6.29078674316406
1815,57,18,3,10,4.60261106491089
1816,58,18,3,10,71.9358596801758
1817,59,18,3,10,30.3571166992188
1818,60,18,3,10,0
1819,61,18,3,10,13.8548402786255
1820,62,18,3,10,76.3731460571289
1821,63,18,3,10,6.5
1822,64,18,3,10,0
1823,65,18,3,10,0
1824,67,18,3,10,22.9870929718018
1825,69,18,3,10,0
1826,70,18,3,10,29.2533206939697
1827,72,18,3,10,0
1828,73,18,3,10,18.945821762085
1829,74,18,3,10,66.5384368896484
1830,75,18,3,10,34.8102989196777
1831,77,18,3,10,42.4204330444336
1832,79,18,3,10,21.5776596069336
1833,80,18,3,10,0
1834,82,18,3,10,6.00297880172729
1835,83,18,3,10,16.6107158660889
1836,85,18,3,10,15.8030433654785
1837,87,18,3,10,0
1838,88,18,3,10,0
1839,91,18,3,10,0.325998365879059
1840,94,18,3,10,25.8563060760498
1841,95,18,3,10,0
1842,97,18,3,10,32.6749992370605
1843,98,18,3,10,0
1844,99,18,3,10,39.8499984741211
1845,101,18,3,10,47.9961090087891
1846,102,18,3,10,16
1847,106,18,3,10,62.9405479431152
1848,107,18,3,10,7.68324661254883
1849,108,18,3,10,0
1850,109,18,3,10,0
1851,110,18,3,10,6.31500005722046
1852,113,18,3,10,79.0637588500977
1853,114,18,3,10,0
1854,115,18,3,10,15.4633054733276
1855,117,18,3,10,0
1856,118,18,3,10,1.75
1857,120,18,3,10,0
1858,121,18,3,10,12.9354305267334
1859,126,18,3,10,22.5
1860,127,18,3,10,0
1861,129,18,3,10,27.6575889587402
1862,130,18,3,10,80.9700241088867
1863,131,18,3,10,36.6644630432129
1864,132,18,3,10,0
1865,134,18,3,10,0
1866,136,18,3,10,34.4956550598145
1867,138,18,3,10,19.7265071868896
1868,139,18,3,10,46.7328453063965
1869,140,18,3,10,3.43421077728271
1870,141,18,3,10,15.9558410644531
1871,142,18,3,10,33.5097122192383
1872,143,18,3,10,0
1873,144,18,3,10,0
1874,145,18,3,10,0
1875,146,18,3,10,0
1876,147,18,3,10,0
1877,149,18,3,10,1.69000005722046
1878,152,18,3,10,0
1879,153,18,3,10,0
1880,154,18,3,10,0
1881,155,18,3,10,0
1882,156,18,3,10,14.7197685241699
1883,157,18,3,10,0
1884,158,18,3,10,22.6805515289307
1885,160,18,3,10,0
1886,161,18,3,10,10.8774995803833
1887,162,18,3,10,0
1888,163,18,3,10,0
1889,164,18,3,10,0
1890,165,18,3,10,47
1891,166,18,3,10,44.9985084533691
1892,167,18,3,10,0
1893,168,18,3,10,39.8989906311035
1894,169,18,3,10,0
1895,170,18,3,10,16.8582649230957
1896,171,18,3,10,0
1897,172,18,3,10,9.85960483551025
1898,175,18,3,10,0
1899,176,18,3,10,2.19943165779114
1900,177,18,3,10,13.75
1901,179,18,3,10,26.8298358917236
1902,180,18,3,10,56.8688926696777
1903,184,18,3,10,15.1809959411621
1904,187,18,3,10,0
1905,189,18,3,10,5.38160181045532
1906,191,18,3,10,0
1907,193,18,3,10,28.7471160888672
1908,194,18,3,10,0
1909,195,18,3,10,0
1910,197,18,3,10,59.1902770996094
1911,201,18,3,10,16.8736000061035
1912,202,18,3,10,13.3301944732666
1913,1,19,3,7,13.6430225372314
1914,1,19,3,8,12.8668451309204
1915,1,19,3,9,12.1701726913452
1916,1,19,3,10,11.4756393432617
1917,2,19,3,7,0.0803858935832977
1918,2,19,3,8,0.0526878125965595
1919,2,19,3,9,0
1920,2,19,3,10,0
1921,3,19,3,7,0.900352478027344
1922,3,19,3,8,0.6538907289505
1923,3,19,3,9,0.415795117616653
1924,3,19,3,10,0.18574146926403
1925,4,19,3,7,0
1926,4,19,3,8,0
1927,4,19,3,9,0
1928,4,19,3,10,0
1929,5,19,3,7,21.2265968322754
1930,5,19,3,8,19.9207344055176
1931,5,19,3,9,18.6783905029297
1932,5,19,3,10,18.3192958831787
1933,6,19,3,7,0.541999995708466
1934,6,19,3,8,0.541999995708466
1935,7,19,3,7,0.264128923416138
1936,7,19,3,8,0.264128923416138
1937,9,19,3,7,0.0111565394327044
1938,9,19,3,8,0.010947460308671
1939,9,19,3,9,0.0107313357293606
1940,9,19,3,10,0.0107109509408474
1941,10,19,3,7,0
1942,10,19,3,8,0
1943,10,19,3,9,0
1944,10,19,3,10,0
1945,11,19,3,7,0
1946,11,19,3,8,0
1947,11,19,3,9,0
1948,11,19,3,10,0
1949,12,19,3,7,0.087676078081131
1950,12,19,3,8,0.0870484039187431
1951,12,19,3,9,0.0863915085792542
1952,12,19,3,10,0.085707314312458
1953,13,19,3,7,0.223195746541023
1954,13,19,3,8,0.223195746541023
1955,13,19,3,9,0.223195746541023
1956,13,19,3,10,0.223195746541023
1957,14,19,3,7,0
1958,14,19,3,8,0
1959,14,19,3,9,0
1960,14,19,3,10,0
1961,15,19,3,7,1.85191833972931
1962,15,19,3,8,1.02096128463745
1963,15,19,3,9,0.220962762832642
1964,15,19,3,10,0
1965,16,19,3,7,0.829545438289642
1966,16,19,3,8,0.828895330429077
1967,16,19,3,9,0.824693858623505
1968,17,19,3,7,0
1969,17,19,3,8,0
1970,17,19,3,9,0
1971,17,19,3,10,0
1972,18,19,3,7,0
1973,18,19,3,8,0
1974,18,19,3,9,0
1975,18,19,3,10,0
1976,19,19,3,7,1.000612616539
1977,19,19,3,8,0.784175753593445
1978,19,19,3,9,0.56851327419281
1979,19,19,3,10,0.568915247917175
1980,20,19,3,7,54.6463432312012
1981,20,19,3,8,53.8724136352539
1982,20,19,3,9,53.1026229858398
1983,20,19,3,10,52.3370628356934
1984,21,19,3,7,1.54304802417755
1985,21,19,3,8,1.04845142364502
1986,21,19,3,9,0.559776067733765
1987,21,19,3,10,0.137019023299217
1988,22,19,3,7,14.1697664260864
1989,22,19,3,8,13.0692615509033
1990,22,19,3,9,11.9729175567627
1991,22,19,3,10,10.8808012008667
1992,23,19,3,7,0
1993,23,19,3,8,0
1994,23,19,3,9,0
1995,24,19,3,7,11.5562124252319
1996,24,19,3,8,11.0335378646851
1997,24,19,3,9,10.5236797332764
1998,24,19,3,10,10.0260753631592
1999,25,19,3,7,1.56442904472351
2000,25,19,3,8,1.18236970901489
2001,25,19,3,9,0.808418571949005
2002,25,19,3,10,0.521852731704712
2003,26,19,3,7,0
2004,28,19,3,7,0
2005,28,19,3,8,0
2006,28,19,3,9,0
2007,28,19,3,10,0
2008,29,19,3,7,46.0724449157715
2009,29,19,3,8,44.5115089416504
2010,29,19,3,9,42.9658241271973
2011,29,19,3,10,41.4351615905762
2012,30,19,3,7,2.63454508781433
2013,30,19,3,8,2.62152457237244
2014,30,19,3,9,2.60776090621948
2015,30,19,3,10,2.59323263168335
2016,31,19,3,7,21.4034252166748
2017,31,19,3,8,19.6721038818359
2018,31,19,3,9,17.9092330932617
2019,31,19,3,10,16.1681823730469
2020,32,19,3,7,32.2688331604004
2021,32,19,3,8,28.8845100402832
2022,32,19,3,9,25.5106067657471
2023,32,19,3,10,22.1598587036133
2024,33,19,3,7,6.00620269775391
2025,33,19,3,8,5.88942956924438
2026,33,19,3,9,5.7736964225769
2027,33,19,3,10,5.65922403335571
2028,34,19,3,7,0
2029,34,19,3,8,0
2030,34,19,3,9,0
2031,34,19,3,10,0
2032,35,19,3,7,24.8770179748535
2033,35,19,3,8,24.9563770294189
2034,35,19,3,9,25.0279960632324
2035,35,19,3,10,25.0918045043945
2036,36,19,3,7,65.7852020263672
2037,36,19,3,8,65.3741607666016
2038,36,19,3,9,64.9516143798828
2039,36,19,3,10,64.5183639526367
2040,37,19,3,7,0.166552171111107
2041,37,19,3,8,0
2042,37,19,3,9,0
2043,37,19,3,10,0
2044,38,19,3,7,0.592493951320648
2045,38,19,3,8,0.517184615135193
